"   ","RB090_DATE_OUT-RB090_DATE_IN","RB090_ETAG_ID","RB090_LOT_NO","RB090_COMPONENT","RB090_SIZE","RB090_DATE_IN","RB090_IN_QTY","RB090_DATE_OUT","RB090_OUT_QTY","RB090_TICKET_ID","RB090_STOCK_NO","RB090_PROD_LINE","RB090_SLIP_NO"
"126","12.5585648148148","30001874122006110646487471104095","N0G03","PH","09.5","2020/6/11 6:51:53","12","2020/6/23 20:16:13","12","T001570896","PH","LF 02A",""
"127","17.1054398148148","300018F9122006110645487471104110","N0F44","PH","11","2020/6/11 6:51:53","12","2020/6/28 9:23:43","12","T001570907","PH","LF 02A",""
"128","17.1054398148148","30001C83122006110645487471104110","N0F44","PH","11","2020/6/11 6:51:53","12","2020/6/28 9:23:43","12","T001570907","PH","LF 02A",""
"129","17.1054398148148","30002783122006110645487471104110","N0F44","PH","11","2020/6/11 6:51:53","12","2020/6/28 9:23:43","12","T001570907","PH","LF 02A",""
"130","17.1054398148148","30002087122006110645487471104110","N0F44","PH","11","2020/6/11 6:51:53","12","2020/6/28 9:23:43","12","T001570907","PH","LF 02A",""
"131","17.1054398148148","30002341122006110645487471104110","N0F44","PH","11","2020/6/11 6:51:53","12","2020/6/28 9:23:43","12","T001570907","PH","LF 02A",""
"132","0.310729166666667","30001D7B122006110645487471104110","N0F44","PH","11","2020/6/11 6:51:53","12","2020/6/11 14:19:20","12","T001570907","PH","LF 02A",""
"133","12.5585648148148","3000269D122006110645487471104110","N0F44","PH","11","2020/6/11 6:51:53","12","2020/6/23 20:16:13","12","T001570907","PH","LF 02A",""
"134","12.5585648148148","30001B9A122006110646487471104115","N0F44","PH","11.5","2020/6/11 6:51:53","12","2020/6/23 20:16:13","12","T001570906","PH","LF 02A",""
"135","12.5585648148148","30001E7F122006110646487471104115","N0F44","PH","11.5","2020/6/11 6:51:53","12","2020/6/23 20:16:13","12","T001570906","PH","LF 02A",""
"136","12.5585648148148","300017E6122006110646487471104115","N0F44","PH","11.5","2020/6/11 6:51:53","12","2020/6/23 20:16:13","12","T001570906","PH","LF 02A",""
"137","12.5585648148148","30002452122006110646487471104115","N0F44","PH","11.5","2020/6/11 6:51:53","12","2020/6/23 20:16:13","12","T001570906","PH","LF 02A",""
"138","12.4315393518518","30002068122006120211487471104090","N0G03","PH","09","2020/6/12 2:16:50","12","2020/6/24 12:38:15","12","T001572088","PH","LF 02A",""
"139","12.4323958333333","30001E14122006120211487471104090","N0G03","PH","09","2020/6/12 2:16:50","12","2020/6/24 12:39:29","12","T001572088","PH","LF 02A",""
"140","12.4323958333333","300021D6122006120211487471104090","N0G03","PH","09","2020/6/12 2:16:50","12","2020/6/24 12:39:29","12","T001572088","PH","LF 02A",""
"141","12.4323958333333","30001FF8122006120211487471104090","N0G03","PH","09","2020/6/12 2:16:50","12","2020/6/24 12:39:29","12","T001572088","PH","LF 02A",""
"142","4.2503587962963","30002655122006120212487471104120","N0F44","PH","12","2020/6/12 2:16:50","12","2020/6/16 8:17:21","12","T001572092","PH","LF 02A",""
"143","4.2503587962963","300025EC122006120212487471104120","N0F44","PH","12","2020/6/12 2:16:50","12","2020/6/16 8:17:21","12","T001572092","PH","LF 02A",""
"144","4.2503587962963","30001CC1122006120212487471104120","N0F44","PH","12","2020/6/12 2:16:50","12","2020/6/16 8:17:21","12","T001572092","PH","LF 02A",""
"145","12.4323958333333","30001BD8122006120211487471104120","N0F44","PH","12","2020/6/12 2:16:50","12","2020/6/24 12:39:29","12","T001572092","PH","LF 02A",""
"146","4.2503587962963","30002666122006120212487471104120","N0F44","PH","12","2020/6/12 2:16:50","12","2020/6/16 8:17:21","12","T001572092","PH","LF 02A",""
"147","4.2503587962963","30002207122006120212487471104120","N0F44","PH","12","2020/6/12 2:16:50","12","2020/6/16 8:17:21","12","T001572092","PH","LF 02A",""
"148","4.2503587962963","30001EDF122006120212487471104120","N0F44","PH","12","2020/6/12 2:16:50","12","2020/6/16 8:17:21","12","T001572092","PH","LF 02A",""
"149","12.4315393518518","3000273C122006120212487471104120","N0F44","PH","12","2020/6/12 2:16:50","12","2020/6/24 12:38:15","12","T001572092","PH","LF 02A",""
"150","4.45077546296296","5000064D122006120334414571040080","N0G07","PH","08","2020/6/12 3:40:03","12","2020/6/16 14:29:10","12","T001572061","PH","LF ML2",""
"151","4.45077546296296","5000037A122006120334414571040080","N0G07","PH","08","2020/6/12 3:40:03","12","2020/6/16 14:29:10","12","T001572061","PH","LF ML2",""
"152","4.45077546296296","50000737122006120334414571040080","N0G07","PH","08","2020/6/12 3:40:03","12","2020/6/16 14:29:10","12","T001572061","PH","LF ML2",""
"153","14.3226736111111","500010BB122006120335414571040090","N0G16","PH","09","2020/6/12 3:40:03","12","2020/6/26 11:24:42","12","T001572018","PH","LF ML1",""
"154","14.3226736111111","500007E9122006120335414571040090","N0G16","PH","09","2020/6/12 3:40:03","12","2020/6/26 11:24:42","12","T001572018","PH","LF ML1",""
"155","14.3226736111111","50000C55122006120335414571040090","N0G16","PH","09","2020/6/12 3:40:03","12","2020/6/26 11:24:42","12","T001572018","PH","LF ML1",""
"156","14.3226736111111","50000047122006120336414571040095","N0G07","PH","09.5","2020/6/12 3:40:03","12","2020/6/26 11:24:42","12","T001572043","PH","LF ML2",""
"157","14.3226736111111","50000EB7122006120336414571040095","N0G07","PH","09.5","2020/6/12 3:40:03","12","2020/6/26 11:24:42","12","T001572043","PH","LF ML2",""
"158","14.3226736111111","50000F86122006120336414571040095","N0G07","PH","09.5","2020/6/12 3:40:03","12","2020/6/26 11:24:42","12","T001572043","PH","LF ML2",""
"159","3.63048611111111","50000FAE122006120350414571040100","N0G07","PH","10","2020/6/12 3:55:35","12","2020/6/15 19:03:29","12","T001572042","PH","LF ML2",""
"160","3.62958333333333","500002A3122006120350414571040100","N0G07","PH","10","2020/6/12 3:55:35","12","2020/6/15 19:02:11","12","T001572042","PH","LF ML2",""
"161","3.62958333333333","5000055B122006120350414571040100","N0G07","PH","10","2020/6/12 3:55:35","12","2020/6/15 19:02:11","12","T001572042","PH","LF ML2",""
"162","3.63048611111111","5000076B122006120351414571040105","N0G07","PH","10.5","2020/6/12 3:55:35","12","2020/6/15 19:03:29","12","T001572041","PH","LF ML2",""
"163","3.63048611111111","50000DB5122006120351414571040105","N0G07","PH","10.5","2020/6/12 3:55:35","12","2020/6/15 19:03:29","12","T001572041","PH","LF ML2",""
